Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2023-11-16,iPhone 15 Pro,North,6,80000,480000,341379.51091175503,138620.48908824497
2023-11-16,iPhone 15 Pro,West,9,80000,720000,514553.12773766386,205446.87226233614
2023-11-16,iPhone 13,South,11,70000,770000,586898.9812263682,183101.01877363177
2023-11-16,iPhone 14,North,2,80000,160000,109701.56918038431,50298.43081961569
2023-11-16,iPhone 13,North,5,120000,600000,391793.86353869596,208206.13646130404
2023-11-16,iPhone 14,East,17,80000,1360000,922158.82547105,437841.17452895
2023-11-16,iPhone 14,North,14,120000,1680000,1135164.9087898107,544835.0912101893
2023-11-17,iPhone 14,North,3,90000,270000,168081.97138091293,101918.02861908707
2023-11-17,iPhone 15,East,9,80000,720000,459712.97893879673,260287.02106120327
2023-11-17,iPhone 15 Pro,West,5,90000,450000,296667.1697533515,153332.83024664852
2023-11-17,iPhone 15,South,14,90000,1260000,783546.7992983675,476453.20070163254
2023-11-18,iPhone 15 Pro,East,6,70000,420000,304263.4157804195,115736.58421958052
2023-11-18,iPhone 15 Pro,North,7,80000,560000,419573.19547665416,140426.80452334584
2023-11-18,iPhone 14,South,15,80000,1200000,768184.2079407611,431815.7920592389
2023-11-18,iPhone 14,North,7,80000,560000,411190.3902264656,148809.6097735344
2023-11-19,iPhone 15 Pro,South,9,90000,810000,664964.9352872387,145035.06471276132
2023-11-19,iPhone 15 Pro,West,11,70000,770000,501808.30052383925,268191.69947616075
2023-11-19,iPhone 14,East,6,120000,720000,603859.9594365387,116140.04056346125
2023-11-19,iPhone 15 Pro,East,10,120000,1200000,939322.7645203646,260677.23547963542
2023-11-19,iPhone 15,East,19,120000,2280000,1504101.7547421493,775898.2452578507
2023-11-19,iPhone 13,East,14,70000,980000,638578.459571622,341421.54042837804
2023-11-20,iPhone 14,East,18,120000,2160000,1382593.917026106,777406.082973894
2023-11-20,iPhone 15 Pro,East,2,90000,180000,140638.9758993315,39361.024100668496
2023-11-20,iPhone 15,West,13,90000,1170000,823823.445617953,346176.55438204703
2023-11-20,iPhone 13,North,17,80000,1360000,858078.6264685637,501921.3735314363
2023-11-20,iPhone 13,West,9,80000,720000,471110.1801780845,248889.81982191547
2023-11-20,iPhone 15 Pro,North,16,90000,1440000,1211648.009961733,228351.9900382671
2023-11-20,iPhone 15,North,9,90000,810000,519813.0211513746,290186.9788486254
2023-11-20,iPhone 15 Pro,South,9,90000,810000,668121.7221064876,141878.2778935124
2023-11-20,iPhone 13,North,3,120000,360000,263632.99868556747,96367.00131443253
2023-11-21,iPhone 14,West,1,120000,120000,88524.48976352115,31475.510236478847
2023-11-21,iPhone 15,West,16,90000,1440000,1086065.946459332,353934.053540668
2023-11-21,iPhone 14,East,11,80000,880000,671861.9134201363,208138.08657986368
2023-11-21,iPhone 15,North,10,80000,800000,577918.2714111201,222081.72858887992
2023-11-21,iPhone 15,West,7,70000,490000,348471.76517774275,141528.23482225725
2023-11-21,iPhone 13,North,10,80000,800000,499132.7172837683,300867.2827162317
2023-11-22,iPhone 15 Pro,East,9,90000,810000,516772.41149033856,293227.58850966144
2023-11-22,iPhone 13,South,2,70000,140000,117346.80640036665,22653.19359963335
2023-11-22,iPhone 14,South,5,120000,600000,486608.44991807034,113391.55008192966
2023-11-22,iPhone 15,East,7,90000,630000,390519.95036554825,239480.04963445175
2023-11-22,iPhone 15 Pro,West,6,120000,720000,562723.6659313267,157276.3340686733
2023-11-22,iPhone 14,North,3,80000,240000,200316.01894768362,39683.981052316376
2023-11-22,iPhone 15,South,6,90000,540000,454500.8100052146,85499.18999478541
2023-11-23,iPhone 14,West,4,80000,320000,240672.63375515837,79327.36624484163
2023-11-23,iPhone 15 Pro,South,6,120000,720000,490110.7999916358,229889.20000836422
2023-11-23,iPhone 14,East,2,90000,180000,148314.77266803963,31685.22733196037
2023-11-23,iPhone 15 Pro,East,12,80000,960000,610915.8359038224,349084.16409617756
2023-11-23,iPhone 14,West,16,70000,1120000,687716.8446459003,432283.1553540997
2023-11-23,iPhone 14,West,7,90000,630000,520800.33830189245,109199.66169810755
2023-11-23,iPhone 15,East,19,70000,1330000,858010.6001826541,471989.3998173459
2023-11-24,iPhone 15 Pro,South,10,90000,900000,546945.3298220537,353054.67017794633
2023-11-24,iPhone 13,West,7,90000,630000,471314.75699126936,158685.24300873064
2023-11-24,iPhone 13,South,11,90000,990000,772367.3988753982,217632.6011246018
2023-11-25,iPhone 13,North,4,120000,480000,340703.05988192,139296.94011808
2023-11-25,iPhone 14,East,9,120000,1080000,786900.5355965337,293099.4644034663
2023-11-25,iPhone 13,North,13,80000,1040000,656002.8418848503,383997.1581151497
2023-11-25,iPhone 15 Pro,East,2,120000,240000,144906.44673526226,95093.55326473774
2023-11-25,iPhone 13,North,15,90000,1350000,1007407.6313417384,342592.3686582616
2023-11-25,iPhone 15 Pro,North,2,120000,240000,191067.68801360272,48932.31198639728
2023-11-26,iPhone 15 Pro,South,17,120000,2040000,1542856.2440888945,497143.75591110555
2023-11-26,iPhone 14,North,11,90000,990000,830479.0701475531,159520.9298524469
2023-11-26,iPhone 13,South,6,80000,480000,296878.6661042286,183121.33389577141
2023-11-26,iPhone 15 Pro,West,15,120000,1800000,1217698.3839407563,582301.6160592437
2023-11-26,iPhone 15 Pro,South,17,70000,1190000,715765.2152819518,474234.7847180482
2023-11-26,iPhone 15,East,14,120000,1680000,1214426.3469489994,465573.65305100055
2023-11-27,iPhone 15 Pro,East,4,90000,360000,225707.79045998183,134292.20954001817
2023-11-27,iPhone 15 Pro,North,13,120000,1560000,1074110.9481756012,485889.0518243988
2023-11-27,iPhone 13,South,13,120000,1560000,936389.6069841076,623610.3930158924
2023-11-27,iPhone 15,North,15,90000,1350000,1015307.7979725227,334692.2020274773
2023-11-27,iPhone 15,West,13,70000,910000,592165.6389972023,317834.3610027977
2023-11-27,iPhone 15 Pro,East,3,90000,270000,180205.89777557136,89794.10222442864
2023-11-27,iPhone 15 Pro,West,19,120000,2280000,1611300.389670505,668699.610329495
2023-11-27,iPhone 15,East,17,70000,1190000,875629.7747103948,314370.2252896052
2023-11-27,iPhone 15 Pro,East,13,90000,1170000,722162.8153712961,447837.18462870386
2023-11-28,iPhone 13,South,9,90000,810000,600061.1059054256,209938.89409457438
2023-11-28,iPhone 15 Pro,South,16,90000,1440000,892493.5035419019,547506.4964580981
2023-11-28,iPhone 15 Pro,South,13,90000,1170000,988467.4272524379,181532.57274756208
2023-11-28,iPhone 13,East,16,70000,1120000,902136.8665648533,217863.13343514665
2023-11-28,iPhone 14,East,17,80000,1360000,973550.3851945486,386449.61480545136
2023-11-28,iPhone 14,West,16,120000,1920000,1331570.7539119225,588429.2460880775
2023-11-29,iPhone 15,North,6,90000,540000,435909.46732344094,104090.53267655906
2023-11-29,iPhone 14,South,19,80000,1520000,1274071.623477761,245928.37652223906
2023-11-29,iPhone 15,North,19,90000,1710000,1260362.3018049786,449637.69819502137
2023-11-30,iPhone 15 Pro,East,7,90000,630000,485414.59794671554,144585.40205328446
2023-11-30,iPhone 13,East,11,120000,1320000,1041188.8704707876,278811.12952921237
2023-11-30,iPhone 15 Pro,North,15,70000,1050000,830035.0966396322,219964.90336036775
2023-11-30,iPhone 13,East,13,90000,1170000,703187.7214889111,466812.2785110889
2023-11-30,iPhone 13,West,19,80000,1520000,1144460.4042201391,375539.59577986086
2023-12-01,iPhone 14,South,1,90000,90000,76426.34402379899,13573.655976201015
2023-12-01,iPhone 15,North,16,80000,1280000,874884.6946424493,405115.30535755074
2023-12-01,iPhone 13,East,10,70000,700000,456343.06346284365,243656.93653715635
2023-12-01,iPhone 15,East,8,80000,640000,515613.39714582916,124386.60285417084
2023-12-01,iPhone 15 Pro,North,3,80000,240000,189455.02996314343,50544.97003685657
2023-12-01,iPhone 13,South,4,70000,280000,231617.90498678538,48382.095013214624
2023-12-01,iPhone 13,North,5,90000,450000,309915.1596691545,140084.8403308455
2023-12-01,iPhone 13,North,4,120000,480000,353362.57121207716,126637.42878792284
2023-12-02,iPhone 15 Pro,West,5,80000,400000,282423.7245295273,117576.2754704727
2023-12-02,iPhone 15,West,10,120000,1200000,749428.3098722944,450571.6901277056
2023-12-02,iPhone 13,West,10,80000,800000,645170.686867793,154829.31313220703
2023-12-02,iPhone 15,South,13,70000,910000,617000.9108688611,292999.08913113887
2023-12-02,iPhone 14,North,6,120000,720000,452778.05519703164,267221.94480296836
2023-12-02,iPhone 14,South,15,80000,1200000,1016916.9397664145,183083.06023358554
2023-12-02,iPhone 15 Pro,West,13,80000,1040000,808487.6062634959,231512.39373650413
2023-12-02,iPhone 15,South,13,120000,1560000,938780.7078861922,621219.2921138078
2023-12-02,iPhone 14,South,9,70000,630000,462974.8636032423,167025.13639675768
2023-12-03,iPhone 15,East,13,90000,1170000,869233.1635143942,300766.8364856058
2023-12-03,iPhone 13,East,14,120000,1680000,1359421.2934993415,320578.70650065853
2023-12-03,iPhone 15,South,16,70000,1120000,717494.1629455329,402505.83705446706
2023-12-03,iPhone 15 Pro,South,12,70000,840000,626032.7895566861,213967.21044331393
2023-12-03,iPhone 14,East,19,80000,1520000,1000943.7471773884,519056.2528226116
2023-12-04,iPhone 15,West,16,90000,1440000,1114522.0745268164,325477.9254731836
2023-12-04,iPhone 13,North,13,90000,1170000,971625.8437772763,198374.15622272366
2023-12-04,iPhone 13,South,17,90000,1530000,1017658.4678969746,512341.53210302535
2023-12-04,iPhone 15 Pro,South,15,120000,1800000,1488476.4044082041,311523.59559179586
2023-12-04,iPhone 13,North,12,120000,1440000,884501.2615314414,555498.7384685586
2023-12-04,iPhone 15,North,12,80000,960000,725327.4351072318,234672.56489276816
2023-12-04,iPhone 15,South,18,90000,1620000,1336664.1540188522,283335.84598114784
2023-12-04,iPhone 14,East,1,120000,120000,99783.98516319701,20216.01483680299
2023-12-04,iPhone 14,North,14,80000,1120000,766886.9281496288,353113.0718503712
2023-12-05,iPhone 13,North,12,80000,960000,774852.3380316099,185147.6619683901
2023-12-05,iPhone 15 Pro,South,2,70000,140000,114976.88135604879,25023.11864395121
2023-12-05,iPhone 15,South,9,80000,720000,455483.2250555507,264516.7749444493
2023-12-05,iPhone 14,South,3,80000,240000,202783.23860722865,37216.761392771354
2023-12-05,iPhone 15,North,6,90000,540000,354971.52132962126,185028.47867037874
2023-12-05,iPhone 15,West,13,90000,1170000,967482.0538504018,202517.94614959823
2023-12-06,iPhone 13,South,9,80000,720000,474437.07231544313,245562.92768455687
2023-12-06,iPhone 13,North,7,80000,560000,447252.70160115464,112747.29839884536
2023-12-06,iPhone 13,North,14,80000,1120000,776126.5412848055,343873.4587151945
2023-12-06,iPhone 15,East,5,80000,400000,263314.7303618086,136685.26963819138
2023-12-06,iPhone 13,East,19,80000,1520000,1132259.616689913,387740.383310087
2023-12-06,iPhone 14,West,19,90000,1710000,1037611.4563714367,672388.5436285633
2023-12-06,iPhone 14,West,13,90000,1170000,880844.514246296,289155.485753704
2023-12-07,iPhone 15,West,14,120000,1680000,1220625.7284888772,459374.2715111228
2023-12-07,iPhone 14,North,8,80000,640000,526801.8380445647,113198.1619554353
2023-12-07,iPhone 15,East,19,70000,1330000,1059877.3811984968,270122.6188015032
2023-12-07,iPhone 14,East,5,80000,400000,277369.7169736223,122630.28302637773
2023-12-07,iPhone 13,North,15,70000,1050000,767337.9665722818,282662.0334277182
2023-12-07,iPhone 14,West,3,120000,360000,245776.66243853804,114223.33756146196
2023-12-07,iPhone 15,West,13,80000,1040000,703491.7432438021,336508.2567561979
2023-12-08,iPhone 13,East,10,80000,800000,552482.1283626603,247517.8716373397
2023-12-08,iPhone 15,North,13,70000,910000,693814.2230923064,216185.7769076936
2023-12-08,iPhone 15 Pro,South,1,70000,70000,44744.58974818635,25255.41025181365
2023-12-08,iPhone 15 Pro,East,3,70000,210000,154504.69569002168,55495.304309978324
2023-12-08,iPhone 13,East,11,120000,1320000,813055.5655523185,506944.43444768153
2023-12-08,iPhone 15,East,2,70000,140000,91818.00032395791,48181.99967604209
2023-12-08,iPhone 13,West,6,120000,720000,560332.5868007147,159667.41319928528
2023-12-08,iPhone 15,East,5,120000,600000,441165.4374681227,158834.5625318773
2023-12-08,iPhone 15 Pro,North,6,80000,480000,294646.8876025127,185353.11239748728
2023-12-09,iPhone 13,North,8,120000,960000,628877.0468909828,331122.9531090172
2023-12-09,iPhone 13,South,9,120000,1080000,737346.2091331611,342653.7908668389
2023-12-09,iPhone 13,East,5,90000,450000,325543.41050198686,124456.58949801314
2023-12-09,iPhone 14,West,3,120000,360000,287545.5839542209,72454.41604577907
2023-12-09,iPhone 13,North,18,70000,1260000,967841.0813286828,292158.91867131717
2023-12-09,iPhone 15,North,9,80000,720000,531090.7453386392,188909.25466136076
2023-12-09,iPhone 13,South,1,120000,120000,94184.50756863983,25815.492431360166
2023-12-10,iPhone 15,North,5,70000,350000,263397.61482914526,86602.38517085474
2023-12-10,iPhone 15 Pro,West,11,80000,880000,532793.5689476961,347206.4310523039
2023-12-10,iPhone 15 Pro,East,9,120000,1080000,706172.3847780237,373827.6152219763
2023-12-10,iPhone 14,South,15,90000,1350000,1125949.607977004,224050.39202299598
2023-12-10,iPhone 15,North,19,120000,2280000,1873670.9392556618,406329.0607443382
2023-12-10,iPhone 15 Pro,West,2,70000,140000,108986.20142648395,31013.798573516047
2023-12-10,iPhone 15 Pro,North,4,90000,360000,265429.80898981774,94570.19101018226
2023-12-10,iPhone 13,North,12,90000,1080000,784982.7537269983,295017.24627300166
2023-12-10,iPhone 15,East,11,90000,990000,721919.9929362116,268080.00706378836
2023-12-11,iPhone 15 Pro,East,19,120000,2280000,1926855.872222744,353144.1277772561
2023-12-11,iPhone 14,South,7,70000,490000,406569.5060310359,83430.49396896409
2023-12-11,iPhone 15 Pro,West,14,90000,1260000,984174.2525674137,275825.7474325863
2023-12-11,iPhone 14,South,19,70000,1330000,885172.040954087,444827.95904591295
2023-12-11,iPhone 14,West,11,90000,990000,759904.2162931184,230095.78370688157
2023-12-11,iPhone 15 Pro,South,18,120000,2160000,1772915.0241317344,387084.9758682656
2023-12-12,iPhone 14,North,12,80000,960000,690888.5282041884,269111.47179581155
2023-12-12,iPhone 14,West,9,90000,810000,655730.623938862,154269.376061138
2023-12-12,iPhone 15 Pro,East,5,70000,350000,211513.76073983486,138486.23926016514
2023-12-12,iPhone 13,East,16,70000,1120000,781280.9482350134,338719.0517649866
2023-12-12,iPhone 14,South,8,90000,720000,585423.0210030901,134576.97899690992
2023-12-12,iPhone 13,West,6,90000,540000,347299.08219665167,192700.91780334833
2023-12-12,iPhone 15 Pro,South,7,120000,840000,531392.2854520028,308607.7145479972
2023-12-13,iPhone 15,East,2,80000,160000,98497.37136112043,61502.62863887957
2023-12-13,iPhone 14,North,16,70000,1120000,875998.2592573159,244001.7407426841
2023-12-14,iPhone 14,East,1,120000,120000,76294.68934992216,43705.31065007784
2023-12-14,iPhone 14,East,7,90000,630000,524949.8425180413,105050.15748195874
2023-12-14,iPhone 14,South,18,90000,1620000,1300172.7706200555,319827.2293799445
2023-12-14,iPhone 13,West,19,80000,1520000,1079636.5535177847,440363.4464822153
2023-12-14,iPhone 14,North,2,70000,140000,117348.16049473792,22651.839505262076
2023-12-14,iPhone 15,East,16,70000,1120000,844214.3263479981,275785.6736520019
2023-12-14,iPhone 14,North,9,120000,1080000,759145.7151364404,320854.28486355965
2023-12-15,iPhone 15,North,17,80000,1360000,876028.4253625658,483971.5746374342
2023-12-15,iPhone 13,North,11,80000,880000,559715.2132854413,320284.7867145587
2023-12-15,iPhone 13,South,17,90000,1530000,1255230.342624865,274769.657375135
2023-12-15,iPhone 15,East,5,90000,450000,370918.96519188286,79081.03480811714
2023-12-15,iPhone 14,South,2,80000,160000,134651.05007589582,25348.949924104178
2023-12-15,iPhone 15,South,12,90000,1080000,905384.6255102571,174615.3744897429
2023-12-15,iPhone 15,East,5,120000,600000,425761.3998538904,174238.6001461096
2023-12-15,iPhone 13,West,15,90000,1350000,1094962.5728547764,255037.4271452236
2023-12-15,iPhone 15 Pro,East,17,120000,2040000,1599205.7277061893,440794.27229381073
2023-12-15,iPhone 14,West,3,90000,270000,182092.3541502287,87907.6458497713
2023-12-16,iPhone 14,South,14,70000,980000,776677.3547964199,203322.64520358015
2023-12-16,iPhone 15 Pro,East,8,70000,560000,373237.55551319185,186762.44448680815
2023-12-16,iPhone 15,North,7,120000,840000,664576.4184339751,175423.58156602492
2023-12-16,iPhone 15,North,9,70000,630000,457859.35706753173,172140.64293246827
2023-12-16,iPhone 15 Pro,East,10,120000,1200000,985170.5444880326,214829.45551196742
2023-12-16,iPhone 15 Pro,South,2,70000,140000,110589.90811186386,29410.091888136143
2023-12-16,iPhone 13,West,2,70000,140000,106599.17339573384,33400.826604266156
2023-12-16,iPhone 15 Pro,South,19,90000,1710000,1304552.9732194867,405447.02678051335
2023-12-16,iPhone 15,South,15,80000,1200000,931195.7765593989,268804.22344060114
2023-12-17,iPhone 14,East,3,70000,210000,162567.86666422168,47432.133335778315
2023-12-17,iPhone 15,North,18,90000,1620000,1281184.214759372,338815.78524062806
2023-12-17,iPhone 13,South,19,120000,2280000,1612327.9745096539,667672.0254903461
2023-12-18,iPhone 13,West,9,80000,720000,460579.7315317072,259420.26846829278
2023-12-18,iPhone 15,East,17,80000,1360000,866110.3109830986,493889.6890169014
2023-12-18,iPhone 14,East,5,80000,400000,280867.5978792197,119132.40212078032
2023-12-18,iPhone 15,West,5,80000,400000,339789.7852754217,60210.21472457831
2023-12-18,iPhone 15 Pro,West,7,90000,630000,413648.27885390405,216351.72114609595
2023-12-19,iPhone 15,North,1,80000,80000,57268.070947720684,22731.929052279316
2023-12-19,iPhone 15,East,15,70000,1050000,879932.5180093534,170067.48199064657
2023-12-19,iPhone 13,West,13,90000,1170000,852633.9475078911,317366.0524921089
2023-12-19,iPhone 15 Pro,West,17,90000,1530000,958125.9277786117,571874.0722213883
2023-12-19,iPhone 13,South,4,90000,360000,300093.8111676379,59906.188832362124
2023-12-19,iPhone 14,North,11,80000,880000,611325.3186569482,268674.68134305184
2023-12-20,iPhone 15 Pro,South,17,80000,1360000,1048805.662655253,311194.33734474704
2023-12-20,iPhone 14,South,11,80000,880000,712466.1919244813,167533.8080755187
2023-12-20,iPhone 15,North,10,80000,800000,608835.6180338755,191164.38196612452
2023-12-20,iPhone 13,West,14,90000,1260000,1055692.7374486998,204307.26255130023
2023-12-20,iPhone 14,South,10,90000,900000,554536.0458194222,345463.95418057777
2023-12-20,iPhone 13,South,13,70000,910000,601694.6688671408,308305.3311328592
2023-12-20,iPhone 13,North,5,80000,400000,278418.915205398,121581.08479460201
2023-12-20,iPhone 15 Pro,South,16,90000,1440000,1042233.2819975362,397766.7180024638
2023-12-20,iPhone 14,South,17,90000,1530000,1079403.2880828436,450596.71191715635
2023-12-21,iPhone 15 Pro,West,1,120000,120000,83925.47254623706,36074.527453762945
2023-12-21,iPhone 15,South,8,70000,560000,343483.77195764775,216516.22804235225
2023-12-21,iPhone 14,East,13,120000,1560000,1061545.1977969105,498454.80220308946
2023-12-21,iPhone 15 Pro,North,17,120000,2040000,1587650.0303819021,452349.9696180979
2023-12-22,iPhone 13,North,16,120000,1920000,1402957.2131092458,517042.78689075424
2023-12-22,iPhone 13,East,5,90000,450000,317425.6975631534,132574.3024368466
2023-12-22,iPhone 15,South,7,120000,840000,534006.4661803761,305993.5338196239
2023-12-22,iPhone 14,East,5,70000,350000,284310.12981871906,65689.87018128094
2023-12-22,iPhone 15 Pro,North,8,70000,560000,361588.3463728895,198411.65362711053
2023-12-22,iPhone 14,East,18,120000,2160000,1511111.8738615909,648888.1261384091
2023-12-22,iPhone 15,South,17,90000,1530000,1244288.053259565,285711.94674043497
2023-12-22,iPhone 14,North,16,80000,1280000,922140.0859716921,357859.9140283079
2023-12-23,iPhone 15 Pro,South,1,70000,70000,54897.142925120155,15102.857074879845
2023-12-23,iPhone 15,South,14,90000,1260000,858689.3443387148,401310.65566128516
2023-12-23,iPhone 15 Pro,West,13,70000,910000,643403.99805326,266596.00194673997
2023-12-23,iPhone 14,North,17,90000,1530000,1093683.9632141679,436316.03678583214
2023-12-23,iPhone 15,East,1,80000,80000,54641.50484362672,25358.495156373283
2023-12-24,iPhone 15,North,7,90000,630000,500203.7904762965,129796.2095237035
2023-12-24,iPhone 15,South,10,70000,700000,555098.0872945709,144901.91270542913
2023-12-24,iPhone 13,South,18,120000,2160000,1503834.90887753,656165.0911224701
2023-12-24,iPhone 15,North,6,70000,420000,332743.3200185227,87256.67998147733
2023-12-24,iPhone 15 Pro,West,13,70000,910000,663329.9637542692,246670.03624573082
2023-12-24,iPhone 13,West,15,90000,1350000,1115821.4358039415,234178.56419605855
2023-12-25,iPhone 14,East,19,120000,2280000,1431354.261656252,848645.738343748
2023-12-25,iPhone 13,East,10,90000,900000,575468.1080624206,324531.8919375794
2023-12-25,iPhone 15,West,1,80000,80000,54557.77437274289,25442.22562725711
2023-12-25,iPhone 15 Pro,South,8,80000,640000,437777.54339529655,202222.45660470345
2023-12-25,iPhone 15,South,14,120000,1680000,1220941.256008392,459058.74399160803
2023-12-25,iPhone 15,East,13,90000,1170000,846641.9680278072,323358.0319721928
2023-12-25,iPhone 15,West,18,80000,1440000,1028777.0585393637,411222.9414606363
2023-12-26,iPhone 15 Pro,West,17,90000,1530000,1150156.6204106128,379843.3795893872
2023-12-26,iPhone 14,North,16,80000,1280000,986312.4405459171,293687.55945408286
2023-12-26,iPhone 15,South,6,90000,540000,357463.2022637334,182536.79773626663
2023-12-26,iPhone 15,East,11,80000,880000,565644.4933342346,314355.5066657654
2023-12-26,iPhone 15 Pro,North,10,90000,900000,761238.1355794141,138761.86442058592
2023-12-26,iPhone 13,North,7,70000,490000,389444.313957706,100555.68604229402
2023-12-26,iPhone 15,West,14,120000,1680000,1355208.2475420097,324791.7524579903
2023-12-26,iPhone 15,East,7,90000,630000,425012.8227640105,204987.17723598948
2023-12-27,iPhone 15,West,19,80000,1520000,1120003.5463299034,399996.4536700966
2023-12-27,iPhone 13,North,13,80000,1040000,855440.6542690825,184559.34573091753
2023-12-27,iPhone 13,North,13,80000,1040000,816534.7748174368,223465.22518256318
2023-12-27,iPhone 15,West,13,80000,1040000,801501.6112417176,238498.3887582824
2023-12-27,iPhone 13,North,5,70000,350000,219160.33722481976,130839.66277518024
2023-12-27,iPhone 15 Pro,West,2,80000,160000,101767.57855624611,58232.42144375389
2023-12-27,iPhone 14,South,13,120000,1560000,1275741.5272220455,284258.47277795454
2023-12-27,iPhone 15 Pro,South,17,80000,1360000,972104.1686436484,387895.8313563516
2023-12-28,iPhone 13,East,6,80000,480000,332733.2454947144,147266.7545052856
2023-12-28,iPhone 13,South,17,80000,1360000,1112343.0313235307,247656.9686764693
2023-12-28,iPhone 13,West,14,120000,1680000,1395189.0932151265,284810.90678487346
2023-12-28,iPhone 13,East,13,90000,1170000,782725.0373488233,387274.9626511767
2023-12-28,iPhone 13,South,1,90000,90000,54549.70445942298,35450.29554057702
2023-12-28,iPhone 14,North,2,70000,140000,105343.40802925456,34656.591970745445
2023-12-29,iPhone 15 Pro,East,12,90000,1080000,910631.6928615742,169368.30713842576
2023-12-29,iPhone 15 Pro,North,9,70000,630000,479015.2740279851,150984.7259720149
2023-12-29,iPhone 14,East,19,70000,1330000,882574.546653122,447425.45334687806
2023-12-29,iPhone 13,South,2,90000,180000,117617.45187699077,62382.54812300923
2023-12-29,iPhone 15 Pro,North,2,120000,240000,178114.93084139985,61885.06915860015
2023-12-29,iPhone 15 Pro,West,4,120000,480000,327443.68646607164,152556.31353392836
2023-12-29,iPhone 15,West,2,120000,240000,181423.318156751,58576.68184324901
2023-12-29,iPhone 14,East,6,70000,420000,267530.6693162805,152469.33068371948
2023-12-29,iPhone 15 Pro,West,16,90000,1440000,901443.7071821307,538556.2928178693
2023-12-30,iPhone 14,East,5,120000,600000,413285.3275995754,186714.6724004246
2023-12-30,iPhone 15,West,12,70000,840000,636012.5552694675,203987.44473053247
2023-12-30,iPhone 13,West,12,90000,1080000,895360.7772398883,184639.22276011168
2023-12-30,iPhone 15 Pro,East,3,90000,270000,228847.0113805634,41152.9886194366
2023-12-30,iPhone 15,South,15,90000,1350000,1022325.6859246453,327674.3140753547
2023-12-30,iPhone 15 Pro,North,14,70000,980000,831250.3999202343,148749.60007976566
2023-12-30,iPhone 15,South,18,90000,1620000,1144340.3161443577,475659.68385564233
2023-12-30,iPhone 13,North,17,80000,1360000,1024517.3739032641,335482.62609673594
2023-12-30,iPhone 13,East,2,120000,240000,160757.24974764994,79242.75025235006
2023-12-30,iPhone 13,South,17,70000,1190000,891445.6916264168,298554.30837358325
2023-12-31,iPhone 13,South,6,80000,480000,344127.87253373646,135872.12746626354
2023-12-31,iPhone 15,East,15,90000,1350000,1026300.9368825573,323699.06311744265
2023-12-31,iPhone 15,South,18,80000,1440000,1127980.1865123545,312019.8134876455
2023-12-31,iPhone 15 Pro,West,6,120000,720000,573510.3158608868,146489.68413911317
2023-12-31,iPhone 14,South,12,70000,840000,619691.6543890559,220308.3456109441
2023-12-31,iPhone 14,West,14,120000,1680000,1149977.8147187566,530022.1852812434
2023-12-31,iPhone 15,West,9,70000,630000,389547.3412090205,240452.65879097948
2023-12-31,iPhone 15,North,8,80000,640000,527618.2413347816,112381.75866521837
2023-12-31,iPhone 15,West,14,80000,1120000,892162.3000756755,227837.69992432452
2024-01-01,iPhone 13,East,10,80000,800000,535523.8999238777,264476.1000761223
2024-01-01,iPhone 14,West,10,120000,1200000,974440.8867909533,225559.11320904666
2024-01-01,iPhone 13,South,7,70000,490000,333094.5906529387,156905.4093470613
2024-01-01,iPhone 15 Pro,North,7,120000,840000,604053.604621704,235946.39537829603
2024-01-01,iPhone 15 Pro,South,10,70000,700000,460111.0869534709,239888.9130465291
2024-01-01,iPhone 13,West,17,120000,2040000,1448115.5634606986,591884.4365393014
2024-01-01,iPhone 15,East,18,70000,1260000,1032638.1377363739,227361.86226362607
2024-01-02,iPhone 14,West,19,80000,1520000,1129356.939216549,390643.06078345096
2024-01-02,iPhone 13,East,8,90000,720000,575662.5086411573,144337.4913588427
2024-01-02,iPhone 14,West,7,90000,630000,449248.93288116984,180751.06711883016
2024-01-02,iPhone 15 Pro,South,19,80000,1520000,1062039.579910708,457960.4200892921
2024-01-02,iPhone 13,South,12,90000,1080000,834159.4903067213,245840.5096932787
2024-01-02,iPhone 13,East,9,90000,810000,605691.8187036604,204308.1812963396
2024-01-02,iPhone 15,West,15,80000,1200000,895833.1607694405,304166.83923055953
2024-01-03,iPhone 15,North,5,90000,450000,288416.90454057214,161583.09545942786
2024-01-03,iPhone 13,West,17,70000,1190000,793505.9750836381,396494.0249163619
2024-01-03,iPhone 15,South,18,70000,1260000,1059599.8254306149,200400.17456938513
2024-01-04,iPhone 14,West,5,80000,400000,337218.2968187041,62781.70318129589
2024-01-04,iPhone 14,North,6,70000,420000,338213.25063191925,81786.74936808075
2024-01-04,iPhone 15,South,17,120000,2040000,1432178.4717268832,607821.5282731168
2024-01-04,iPhone 15 Pro,North,11,70000,770000,570534.8650107204,199465.13498927956
2024-01-04,iPhone 15 Pro,North,8,90000,720000,470937.59442341496,249062.40557658504
2024-01-04,iPhone 15,West,16,80000,1280000,918621.1896449425,361378.8103550575
2024-01-04,iPhone 15 Pro,West,12,90000,1080000,713295.4486377056,366704.55136229435
2024-01-04,iPhone 13,West,16,70000,1120000,766280.6472384266,353719.3527615734
2024-01-05,iPhone 15,West,5,120000,600000,398002.2546709288,201997.7453290712
2024-01-05,iPhone 15,East,4,90000,360000,235598.6356694116,124401.3643305884
2024-01-05,iPhone 13,West,13,90000,1170000,868316.7324692057,301683.26753079426
